Temperature,TDS,TURBIDITY,pH,Target
30.06128734,17.33014876,426.7833326,8.06043635,GOOD
29.17686422,15.79652481,455.0507674,7.040023546,GOOD
30.05375373,300.0713266,490.0811597,7.914666311,BAD
29.92997197,17.25726279,426.6123053,8.14264275,GOOD
29.92557412,17.50676132,426.7975027,8.238002539,GOOD
30.06304092,300.0114341,489.9768254,8.047691107,BAD
29.93324802,299.9725362,489.9731246,8.131424841,BAD
29.06914493,249.996335,453.0663793,5.873368945,BAD
30.04664876,17.69041846,426.7474547,7.964888116,GOOD
29.10043928,15.98044032,454.8686962,7.185919778,GOOD
29.04830799,16.19800313,454.9945457,7.178947276,GOOD
29.67095516,17.46025714,426.4803051,8.021068362,GOOD
30.06225261,17.50366427,426.6026926,8.06926065,GOOD
29.83179186,17.345728,426.5465252,7.921178928,GOOD
29.87971018,300.1866187,489.8870446,7.918560072,BAD
30.14232924,299.8140719,490.165097,7.988406567,BAD
28.91864307,16.20110893,454.8875429,7.104809185,GOOD
30.16838856,17.31855718,426.5469911,8.290278849,GOOD
29.05531813,249.9812758,452.9919577,5.967445642,BAD
28.91952198,249.8469194,452.9226088,6.042868171,BAD
28.91438327,16.20699386,454.9301119,7.008768088,GOOD
29.00025428,249.8528949,452.9978394,5.952442598,BAD
29.04262135,249.9857832,452.875807,5.944794554,BAD
29.2424365,15.99488066,455.0305839,6.950585729,GOOD
30.00519326,299.9349742,490.004686,8.054186982,BAD
29.93641706,299.9340395,490.0654677,8.049248774,BAD
30.12843945,17.584185,426.6918677,8.077154341,GOOD
30.13500923,17.40281033,426.7886483,7.763678897,GOOD
30.04260724,17.32520677,426.7479576,8.111668582,GOOD
29.99692642,299.8236174,489.8577702,7.973131337,BAD
29.96406108,299.9221219,489.9401956,7.966311091,BAD
29.99020798,17.28554095,426.6531977,7.98815242,GOOD
29.02146193,16.12449986,454.9435426,7.034189328,GOOD
29.93593027,300.0062494,490.079859,8.17529973,BAD
29.15015812,16.06946166,454.9621516,7.049394447,GOOD
30.07692274,17.58186789,426.6649114,8.052186083,GOOD
29.04025792,250.1254378,452.9602712,6.052025419,BAD
28.77633556,15.89850856,455.0138541,6.984410514,GOOD
29.94878877,17.39482873,426.6393648,8.015215164,GOOD
30.17676773,299.8854909,490.0562749,8.021346992,BAD
30.08832312,300.297092,490.0081759,7.92082358,BAD
29.99578891,299.9218318,489.8160521,7.91746844,BAD
30.04146755,299.9325895,490.0660458,7.964913255,BAD
28.75943603,249.9930386,453.0821959,6.164169484,BAD
29.91432486,17.4281382,426.6806063,8.280114772,GOOD
28.8784756,250.0452218,453.0507625,5.968047197,BAD
29.9692675,299.9617762,489.886513,8.060596456,BAD
28.95107196,249.9654885,452.9334825,5.930308636,BAD
28.91798527,15.93301196,455.0908683,7.158133367,GOOD
29.95169386,17.56906319,426.4656745,8.019325171,GOOD
29.90142492,17.36450354,426.7309763,7.966252122,GOOD
30.00512899,300.2205263,489.9590023,8.01519507,BAD
30.05713627,17.40749835,426.5895312,8.061254566,GOOD
29.83354011,300.0571215,490.0682647,7.982664392,BAD
29.25102241,250.145811,452.953312,5.82233704,BAD
29.06036107,250.0927254,453.1801081,5.986253222,BAD
30.05735819,17.52295517,426.6079341,8.103099529,GOOD
28.95303377,249.8991182,452.8850952,6.023323364,BAD
29.12331443,250.0925567,452.9208971,5.74509745,BAD
30.09702309,17.39300277,426.5990929,8.066061974,GOOD
29.8337437,299.9268839,490.1584203,8.126121398,BAD
30.23930162,17.54169385,426.4115424,7.949371415,GOOD
29.94423092,299.9850315,490.0132352,7.95620014,BAD
29.99393513,299.8056472,490.0985101,7.93599082,BAD
29.01784106,15.96445956,455.0637546,6.92076506,GOOD
29.06526836,250.2346024,453.0687398,5.92660649,BAD
29.01682445,249.938847,452.8140056,6.253268949,BAD
30.0931884,17.28173571,426.5830263,8.019436485,GOOD
30.00471272,17.43650672,426.6074193,8.097341338,GOOD
28.94712184,250.0516211,453.0981822,5.961477982,BAD
29.90894529,299.8868498,490.2063132,8.008272004,BAD
28.96750127,16.10330856,454.9587623,7.070759466,GOOD
28.88357411,16.12470424,454.9548655,7.200583909,GOOD
29.96235767,300.013744,490.0926148,7.842463656,BAD
29.07333085,15.9895039,455.0450596,7.20773287,GOOD
29.95524705,17.36667775,426.7291848,8.215700114,GOOD
28.97147344,249.8976164,453.0072459,5.874510336,BAD
30.0226766,17.38432953,426.721118,7.985054138,GOOD
29.97089248,17.49660422,426.5986142,8.045522877,GOOD
30.0273274,299.8818629,490.0430349,7.857053881,BAD
29.11608038,16.10503658,454.9283488,7.114644787,GOOD
28.95610274,249.9193645,453.0444182,6.149883244,BAD
28.94489767,15.96606025,454.9219126,7.075755602,GOOD
30.05132188,17.46599965,426.4833879,7.809690259,GOOD
30.07725693,299.9394052,490.0423324,8.07976574,BAD
29.07629472,249.9568233,452.9124914,6.067538618,BAD
29.04195415,15.97377052,454.8996397,7.012585787,GOOD
30.00339827,300.0228331,490.2340028,8.057022217,BAD
29.98164311,17.4457833,426.5089545,7.943925324,GOOD
30.00349131,17.26016451,426.748178,8.081286989,GOOD
29.83075507,299.8691343,490.022528,7.961399325,BAD
30.10745322,300.003309,490.0016698,8.081733146,BAD
29.85770346,17.36009244,426.756231,8.025129561,GOOD
30.09133958,299.9306111,490.054398,8.010961617,BAD
29.91417508,300.0263068,489.9392901,8.106432194,BAD
29.0907979,15.97971,454.9564702,7.150710662,GOOD
29.96817521,17.35037104,426.7276959,7.910711716,GOOD
29.89997676,17.32275626,426.5904228,8.015524829,GOOD
28.96458436,250.0674932,453.0240709,5.996286947,BAD
30.09148892,17.33437053,426.546723,7.974275012,GOOD
28.99189565,250.0655802,452.9224714,6.000368571,BAD
28.9980655,249.8272216,452.954173,5.954602588,BAD
29.10866615,16.06437635,455.0810131,7.142397139,GOOD
30.03701619,17.57686012,426.5190029,8.009336633,GOOD
30.12036775,17.39364351,426.6201524,7.961515313,GOOD
30.10984008,17.37248728,426.7258814,8.146897139,GOOD
28.9841066,16.14933621,454.9683265,7.09570385,GOOD
30.11456752,17.43421559,426.6838457,8.094191829,GOOD
29.92667403,17.36284291,426.5231351,8.188967569,GOOD
28.87212626,250.0939778,452.9148512,6.159111688,BAD
29.01164255,16.08581118,455.0758127,7.195769888,GOOD
30.09961994,17.22618513,426.742036,7.974682849,GOOD
28.99161715,16.02522882,454.9037468,6.978217633,GOOD
30.02885154,17.66124995,426.6113354,7.947049639,GOOD
29.01209136,249.8906184,453.0706942,5.991688278,BAD
29.04510635,250.086989,453.1087316,5.894406728,BAD
30.04399149,17.36138363,426.5584864,8.051888143,GOOD
30.0064282,17.52231755,426.6115861,8.023922004,GOOD
28.98094344,250.0652987,453.1304601,6.129882535,BAD
29.13914659,15.78231482,454.8577549,7.085027601,GOOD
29.98707309,299.9857838,489.9441354,7.922332187,BAD
28.970344,16.18827429,455.0764764,7.078467502,GOOD
29.93759232,17.4635099,426.6206799,8.065702221,GOOD
28.86861197,16.0414147,455.0681004,7.032996182,GOOD
28.74959925,15.87690576,455.0335757,7.05365485,GOOD
28.86727514,16.11868324,455.0729186,7.130450485,GOOD
30.04020837,299.7965216,489.8740729,8.060228254,BAD
28.92272328,15.96195535,454.985173,6.883169119,GOOD
29.9674269,299.9187363,490.0690003,7.99217046,BAD
28.99888336,250.0211428,452.9032912,5.918391888,BAD
28.9778539,249.9528912,452.9211573,6.089959291,BAD
29.1243845,249.9500103,453.1069228,5.927389587,BAD
29.98310199,300.0032335,489.9925284,7.949291723,BAD
28.99510889,249.7060453,452.9161328,6.049996488,BAD
28.91593162,15.79494729,454.9472602,7.169459837,GOOD
29.04222143,16.06753429,455.1385367,7.099020673,GOOD
29.13049371,15.90975965,454.7431819,7.149340489,GOOD
29.93611969,17.28120012,426.540303,8.218038677,GOOD
29.02129476,250.1151475,453.0186721,5.908826626,BAD
29.96213349,300.1205543,489.9797878,7.931271068,BAD
28.9233017,15.86792189,455.0303042,6.982554943,GOOD
28.94923608,16.23151758,454.9790386,7.064408581,GOOD
29.19689634,250.0928106,452.9780893,6.002775171,BAD
29.89770447,17.27856625,426.5936005,8.03225629,GOOD
29.92287216,300.0904813,489.961707,7.935345687,BAD
29.95360833,17.49232278,426.6443125,8.114520856,GOOD
29.0209886,16.01150734,454.826398,7.160707051,GOOD
29.97499507,17.42119602,426.5477247,7.994656739,GOOD
28.97878395,249.8296134,452.9649439,5.937335996,BAD
29.16873715,250.0551659,452.9791512,5.977321448,BAD
30.02141756,17.31559184,426.7126015,8.037110129,GOOD
29.9036958,17.36079238,426.5776713,8.173204283,GOOD
28.93963086,15.88895439,454.953137,7.000347789,GOOD
28.99484806,250.1874174,453.0555286,6.076376117,BAD
28.81811734,249.9573454,452.9525434,6.037332999,BAD
29.98077516,300.1049016,489.9263973,7.893386509,BAD
29.05791314,250.1033049,452.9496056,6.07075282,BAD
30.01103731,17.47246282,426.6156156,7.914236452,GOOD
29.85254214,17.33045772,426.4830639,8.074460177,GOOD
30.23476642,17.39140157,426.7602215,8.21698947,GOOD
29.04667596,249.904388,452.9320992,6.030611143,BAD
30.05643158,17.47292499,426.5045429,7.974616218,GOOD
30.09636168,300.1784522,489.8466508,7.88340285,BAD
29.94434353,17.40428007,426.6848357,8.123061493,GOOD
30.02612488,17.34243524,426.5676588,8.000634763,GOOD
28.87202108,16.02552875,455.0968554,7.070720013,GOOD
29.83510571,299.8988522,489.9541857,8.069976491,BAD
30.17757865,299.900943,490.0269724,8.11240411,BAD
30.01918639,17.38639388,426.5397897,8.142047448,GOOD
30.12286797,17.44291074,426.6007783,7.940323747,GOOD
29.99936662,300.0467638,490.0809928,8.028203411,BAD
29.7790876,300.0818995,490.1626394,8.124929779,BAD
30.03840271,299.8963653,489.996963,8.054270388,BAD
29.0748966,250.0377952,452.817952,5.849943293,BAD
29.05974316,16.04775497,455.1461437,7.072560773,GOOD
29.98803828,17.32742718,426.5725362,8.049278573,GOOD
29.15004062,16.00710399,454.9812625,6.878002501,GOOD
29.14136206,16.01739635,455.0918,7.045262496,GOOD
29.8697995,17.30861785,426.6441245,8.181923559,GOOD
29.88129641,300.0628678,490.0194365,8.209609645,BAD
29.01636039,250.0078943,452.8015626,5.90734167,BAD
28.7508638,249.8650452,452.9573029,6.048190601,BAD
29.86855241,300.0338737,490.0352767,8.072642362,BAD
29.0556205,15.962913,455.0497543,7.054038995,GOOD
29.05242333,16.08699619,455.0077552,6.970970786,GOOD
30.01104206,17.4648662,426.614249,8.030302712,GOOD
29.97577586,299.9737636,490.1606879,7.908899056,BAD
29.99476423,300.0527076,489.9931456,8.113150071,BAD
30.14221569,299.9545234,490.0555216,7.999983859,BAD
29.99984099,17.33474157,426.7355067,7.976208197,GOOD
29.91367104,17.58033153,426.3753759,8.200985523,GOOD
30.07067539,17.47824835,426.6513202,7.96898977,GOOD
28.86207926,250.0923729,452.9779066,5.914792016,BAD
29.06500702,15.963295,455.1627582,6.965803597,GOOD
28.91545806,16.21244263,455.1369132,7.049157072,GOOD
28.85788221,249.9119789,452.960778,5.960607853,BAD
29.99461062,17.26977259,426.548838,8.144407493,GOOD
29.10388077,16.21460006,454.9583866,7.108949345,GOOD
29.02437434,15.98640979,455.0285825,6.973197132,GOOD
29.24871668,15.86357554,455.0726952,7.115203851,GOOD
29.97683687,17.44081066,426.8183751,7.980929143,GOOD
29.07741679,16.02037946,455.0258426,7.111664972,GOOD
29.97154831,17.25165701,426.7464213,8.190237657,GOOD
29.11848658,15.94932541,454.8665454,7.161222058,GOOD
29.93464414,17.41858346,426.6734023,8.068143419,GOOD
30.05284522,300.0790877,489.9578433,7.8953243,BAD
29.0808695,250.0847902,452.958787,5.869263017,BAD
29.85163651,299.9945866,490.0473167,8.192618934,BAD
29.12971485,16.16142317,455.0692334,6.865847736,GOOD
29.02692876,15.91132702,455.2075671,6.997384392,GOOD
30.14984606,300.1617555,490.1731568,8.072172732,BAD
28.98837211,250.1090782,453.0902765,5.981946873,BAD
28.96943871,249.8702596,452.9612027,5.836242245,BAD
29.98219794,17.4015889,426.8342252,8.100334142,GOOD
29.91917646,17.3536685,426.3965945,8.058691582,GOOD
29.99010527,17.62220521,426.3612723,8.186107592,GOOD
29.07238552,249.9872442,453.0542485,6.081518732,BAD
30.10870795,299.9681792,490.0699171,7.868424369,BAD
29.99354773,299.9496392,489.909296,7.847897673,BAD
29.07109259,16.02618983,455.0779253,6.920851757,GOOD
30.1067683,17.39493584,426.679066,7.992311089,GOOD
30.00065259,300.0256879,490.0531364,8.179118643,BAD
29.86301795,17.36409689,426.8041551,8.129111739,GOOD
28.94540963,249.9413731,453.0600609,5.920017079,BAD
29.84137807,300.0666361,489.9570181,8.048270605,BAD
29.94470923,299.8488625,490.1585157,7.668186565,BAD
30.03837611,17.36318472,426.5784852,8.254193273,GOOD
28.8986152,250.0140347,453.10276,5.980297108,BAD
28.78836709,249.9562524,452.9525054,6.099988463,BAD
30.16767224,17.44019154,426.4873774,8.047583183,GOOD
29.00512649,15.96242681,455.1766853,7.10718454,GOOD
28.94584928,250.0106862,452.961292,5.951415771,BAD
28.84917969,250.0342533,453.0907521,6.087605618,BAD
30.20009611,299.9938375,490.0110017,7.801858102,BAD
29.04312013,15.95229126,454.9091509,7.036288607,GOOD
29.93626647,17.32098728,426.7798261,8.09566206,GOOD
28.96274897,250.0799965,452.9174422,6.162624686,BAD
30.00229195,299.8932627,489.9746326,8.021721036,BAD
29.77942762,17.21042135,426.5317673,7.95872825,GOOD
30.04171579,17.27778588,426.4770228,8.16109939,GOOD
29.04864536,16.11484795,454.917544,7.095214666,GOOD
30.02024722,300.1764061,490.1393561,7.824187609,BAD
29.90960154,17.29739878,426.6073766,8.049403351,GOOD
29.01667964,16.07254435,454.9250434,7.053656204,GOOD
28.88228557,249.8757577,452.9228763,5.976817009,BAD
29.93633839,17.42226709,426.4932946,8.140529779,GOOD
30.04970908,17.33215457,426.6262599,7.953219814,GOOD
29.8012351,17.49493476,426.6263643,7.932621442,GOOD
29.93806497,300.0517797,490.1631575,8.174224984,BAD
28.94456549,249.8235586,452.9136659,6.176926598,BAD
28.98013383,15.99653262,455.02041,6.963129351,GOOD
28.83039656,15.95141809,454.9210657,6.992508669,GOOD
29.06478908,16.08122685,455.1802405,7.048369299,GOOD
28.90042311,250.0097545,453.0446793,6.040454437,BAD
29.88623509,17.22593824,426.5222417,8.093937817,GOOD
29.96600481,300.1050606,489.8249037,7.940115238,BAD
29.0351298,249.8934579,453.1877964,5.908259138,BAD
30.05338188,17.39147625,426.72605,8.049619862,GOOD
28.8414993,15.99130335,455.0250823,6.89171467,GOOD
30.08430258,300.0181118,489.9442763,8.025689552,BAD
28.93743562,16.03068498,455.0986499,7.124800711,GOOD
29.01502511,15.92295041,454.9988078,6.923059289,GOOD
29.78183867,300.0341129,490.0536101,7.980041178,BAD
29.90110401,300.1777692,489.9611883,7.921572693,BAD
29.05986781,250.0224826,453.1255829,6.101321775,BAD
29.89453924,17.37497737,426.6100136,7.87116623,GOOD
28.95031604,15.99672528,454.9961711,7.062460612,GOOD
29.97681403,17.36343856,426.6121561,8.125141316,GOOD
30.13165705,299.9175893,490.0625325,8.099250234,BAD
29.13783596,16.0216317,455.1864468,6.824628068,GOOD
29.93014516,300.0353433,490.1303009,8.05338626,BAD
28.982702,16.19516187,455.0703659,6.9643894,GOOD
29.01051184,249.972068,453.0720882,5.896949744,BAD
29.9465818,17.46445302,426.5429819,8.117130921,GOOD
30.16076417,299.8896022,490.0337874,7.982943368,BAD
29.05234162,16.08754436,455.0169862,7.052755672,GOOD
29.85739103,299.847604,489.9021942,8.008978412,BAD
29.10097385,15.99995226,454.9981662,6.903049801,GOOD
29.9097354,17.50165798,426.3620393,7.864761206,GOOD
30.02990663,300.0711424,490.057554,7.888095958,BAD
30.07498056,300.0309937,490.0303948,7.958266462,BAD
28.86129556,16.01372206,454.9853821,6.881933114,GOOD
29.10529402,250.0281837,452.9685115,6.020425971,BAD
30.07043647,17.21172148,426.7540778,8.098216645,GOOD
28.84297847,249.8953076,453.01419,6.100728164,BAD
28.86472161,15.95074692,454.972535,7.152135453,GOOD
29.92312136,300.0256208,489.9712397,7.813053569,BAD
29.89780756,17.42010382,426.7371567,8.195228535,GOOD
28.85037989,15.9450704,455.1265931,7.15700263,GOOD
29.8601346,300.0525625,489.9884369,8.018825478,BAD
30.0660501,17.16451564,426.6755922,8.150118867,GOOD
30.05681333,17.1642799,426.5904266,8.210292539,GOOD
28.78732273,249.9805338,453.0943985,5.84398317,BAD
29.86780948,17.42200998,426.5902585,7.888772237,GOOD
28.97422828,249.9707784,453.0991013,5.906819608,BAD
28.96844668,16.06541873,454.9430572,6.861883884,GOOD
28.92456102,15.99918386,454.8150345,7.19275585,GOOD
30.16540042,17.33890458,426.4379884,7.958564512,GOOD
29.97014042,300.1011636,490.1255293,8.156549941,BAD
30.03732294,300.0013952,489.9952984,7.995588302,BAD
29.06070313,249.9507297,453.066279,6.134951562,BAD
29.90653813,299.9404514,490.1087408,8.003878497,BAD
29.77157431,300.0613274,489.9127739,8.012692492,BAD
29.98723998,17.47772056,426.6153615,8.076796343,GOOD
29.78493695,300.0670149,490.1811019,7.868384978,BAD
29.92284803,299.9782814,489.9707747,7.922349216,BAD
30.05616364,299.9173632,489.9462494,8.121998218,BAD
28.9945719,15.91699821,455.074362,6.995372834,GOOD
29.00980405,15.94586489,455.170417,7.018566234,GOOD
30.01406319,17.4576224,426.7204733,7.908682157,GOOD
28.9992311,249.8097608,453.1810968,5.986392492,BAD
29.92222435,300.0402152,490.0010506,7.932392111,BAD
30.03780056,299.9960299,489.9793058,7.942445838,BAD
29.15817301,15.92953729,455.0451258,6.851805071,GOOD
30.00265006,17.34652137,426.5302286,8.119187847,GOOD
29.16182054,249.9282351,453.1095531,6.057406163,BAD
28.95796115,16.08864334,454.9047279,7.063068839,GOOD
28.86939636,249.9195339,452.8749748,5.996780643,BAD
29.98452525,17.43566366,426.6913807,8.026134668,GOOD
28.93511397,249.8585954,453.0511151,5.902166488,BAD
29.79551863,300.1867561,490.2369096,8.055672844,BAD
29.18098614,249.9837753,453.0409319,6.02415883,BAD
30.03203377,17.33746274,426.6428637,8.115184663,GOOD
28.92841972,249.9615134,452.8642372,6.030724483,BAD
29.0168961,15.85859479,455.1270177,7.009909873,GOOD
30.13161481,300.1223858,489.8612295,7.990801893,BAD
28.96608717,250.1556925,453.0908332,5.758946681,BAD
28.96804104,15.84322331,454.9231663,7.056680667,GOOD
28.82208249,249.9509347,452.9789557,6.055962835,BAD
29.11508648,250.0773967,452.997788,5.82007152,BAD
28.91186735,249.9183661,452.9650036,5.923768257,BAD
28.8987185,15.71678492,454.9087538,6.959185242,GOOD
28.99571296,249.952154,452.8990944,6.004606374,BAD
29.1273587,249.9075342,453.0805256,6.124032439,BAD
29.97303627,17.36435454,426.8575478,8.016970926,GOOD
29.03862268,249.8899491,453.0172155,5.957438891,BAD
30.01073101,17.38165156,426.6662434,7.979993371,GOOD
29.95074903,299.8900399,489.8497429,8.206390146,BAD
29.95777059,17.33253166,426.6523645,8.168884741,GOOD
29.12470696,15.94836706,454.8814599,6.955230069,GOOD
30.02401365,17.42383785,426.6402717,8.154405653,GOOD
28.95089899,16.01895656,454.9659853,7.131351063,GOOD
29.98006784,17.28653783,426.6419697,7.980786371,GOOD
30.00545152,300.1482163,489.8866221,7.93282614,BAD
28.91275991,16.06630543,454.8615668,7.123485832,GOOD
30.00562159,17.32857991,426.6852351,8.157982285,GOOD
29.97010379,300.0268388,489.9844723,8.10822589,BAD
29.04495455,15.9656869,455.1775202,7.1203439,GOOD
29.02734473,15.98513923,455.0700309,7.098529059,GOOD
29.08315268,15.99801821,455.1966661,6.979488313,GOOD
28.92582791,250.0780655,452.9193741,6.021445248,BAD
30.05940422,299.9047751,490.0690201,7.97192428,BAD
29.91009365,17.42969466,426.5584691,8.117733089,GOOD
29.0639497,250.0483588,452.9740519,5.952732546,BAD
28.95916748,250.0070138,453.0895885,5.965674963,BAD
29.03037461,249.9775324,453.039317,6.057087711,BAD
29.9863208,300.0962454,490.0225404,8.116658828,BAD
29.01420669,250.1392925,452.9195529,6.0303221,BAD
28.9380592,249.8883238,453.0234492,5.845435481,BAD
29.9715587,17.32455615,426.6354258,8.261591414,GOOD
29.09291319,16.14950745,455.0317118,7.139101792,GOOD
29.18597097,15.86393755,454.9739009,7.110652056,GOOD
30.16896776,299.9818187,489.8877866,7.938439039,BAD
30.00142472,17.49518419,426.6879725,8.069578787,GOOD
29.02874413,249.9523292,452.6204992,5.95300759,BAD
29.90436795,300.0662425,490.0456776,8.022597219,BAD
30.13550808,17.47842651,426.5254453,8.136677535,GOOD
29.92822437,300.0199021,489.953791,8.147268746,BAD
29.06550651,15.97300272,454.9537313,7.111390354,GOOD
29.94010814,17.35534256,426.6307098,7.946078953,GOOD
29.98185539,17.45968997,426.5683141,8.021872121,GOOD
29.07496275,249.9537109,453.0302826,6.041870652,BAD
29.97400023,299.9758045,490.1219002,7.894283587,BAD
30.01136771,299.9526126,490.1465542,8.03415793,BAD
29.96136076,300.0960027,489.8615552,7.834645248,BAD
30.1647343,17.35643611,426.6445338,8.130367448,GOOD
28.8976905,16.05350629,454.8491708,6.973982581,GOOD
29.00462227,250.0574871,452.8647723,6.123219876,BAD
28.93205974,250.1538212,452.9215281,5.970052037,BAD
28.92289612,249.9909388,452.9313244,5.993554098,BAD
29.97193272,17.28441967,426.7140617,8.043767596,GOOD
29.02987388,249.9406338,452.9947778,5.971305868,BAD
28.94468021,250.0019036,452.9733339,6.154808027,BAD
29.97492795,17.44368731,426.6927362,8.082478117,GOOD
30.05462244,17.49376089,426.7190286,7.97516496,GOOD
28.89919015,250.0994647,453.1104659,6.078456634,BAD
29.06813323,250.0082303,452.9688996,5.926130225,BAD
30.00662815,17.24009665,426.6746123,7.96984192,GOOD
29.1965432,250.1790482,453.0150191,6.011365344,BAD
28.87772077,250.1602881,452.9599648,6.110293353,BAD
29.93793244,300.0115572,489.9362525,8.050249151,BAD
28.77353982,15.87244379,454.7215852,6.901132733,GOOD
30.13321182,299.9584378,489.9931101,8.136667171,BAD
30.00905785,17.25321421,426.5829113,8.049098348,GOOD
29.08946562,250.0923441,453.0156747,6.002319101,BAD
28.9776118,16.0417628,455.049987,7.068126346,GOOD
28.84482262,250.2200017,452.9326067,5.974175983,BAD
29.9968883,300.0682751,489.9791683,8.069778427,BAD
30.02192646,300.0454716,489.8195774,8.137448164,BAD
30.00688997,300.0222986,490.0516811,8.176382498,BAD
29.05112958,15.95746534,454.87538,6.972019207,GOOD
28.72423814,250.1360145,452.8564023,5.866995709,BAD
28.95816652,249.7555113,453.0443495,6.022685555,BAD
30.209933,17.1998208,426.5714819,8.175514243,GOOD
28.81967978,15.89845496,454.897209,7.084624806,GOOD
28.81801688,250.0453814,453.0213812,5.950919671,BAD
29.21451857,249.9821219,453.1388905,6.054845912,BAD
29.89889189,299.9841158,490.0303572,8.001646959,BAD
29.02758806,250.0413552,452.9776558,5.992163177,BAD
28.96651332,249.9610655,452.9462695,6.204344952,BAD
28.95776306,15.96265606,455.2231911,7.059948137,GOOD
30.04049125,17.4061324,426.7022071,8.208029982,GOOD
29.82895509,300.1508492,490.2483074,8.080869309,BAD
28.93688787,16.03360398,454.8776604,6.913156309,GOOD
29.92237656,17.16302933,426.7539732,8.129312911,GOOD
30.03356466,300.0522656,490.0895322,7.856607911,BAD
30.08011701,17.31065472,426.5493735,8.061939885,GOOD
28.91623274,16.20961587,454.7951777,6.994990363,GOOD
29.98361786,17.41354133,426.5602847,7.896774571,GOOD
30.0704003,300.0169738,489.9718322,8.01538387,BAD
28.95833294,250.1366791,452.9424248,5.967073727,BAD
29.12709609,15.99334335,455.0949194,7.101717787,GOOD
29.90135267,17.27239631,426.3795489,8.174319028,GOOD
28.97361302,16.07666152,454.9328255,7.096334794,GOOD
29.14608932,15.85969861,455.00927,7.248212091,GOOD
30.03745877,17.5266007,426.6791631,8.110919883,GOOD
29.0458658,250.0110817,452.9746239,6.036160809,BAD
30.09462898,299.883998,489.947439,8.017365352,BAD
30.01233402,300.0990368,490.121312,8.08798872,BAD
30.07668745,17.23505181,426.5701829,7.955977644,GOOD
29.76903725,17.26576265,426.6750398,8.159694092,GOOD
28.90295,250.0790798,452.9217775,6.021485559,BAD
28.73141744,16.12816405,454.8329837,7.166747002,GOOD
29.03686172,249.8950057,453.0022132,5.895830184,BAD
30.10318214,299.8718276,490.0768242,7.990462737,BAD
30.1092239,300.0715839,489.9040269,7.985427607,BAD
30.11771415,300.0235558,489.9818467,7.907389057,BAD
30.04470022,299.8546269,490.0003761,7.782441088,BAD
29.16070883,16.14585615,454.93259,7.044984784,GOOD
29.1428646,15.98886015,454.9160858,6.975580339,GOOD
30.00884995,17.59863649,426.4359311,8.134278604,GOOD
28.99695968,15.83815006,455.0747508,7.095936987,GOOD
28.92052891,249.991988,453.2191408,6.000253237,BAD
30.14854991,17.46388684,426.6401523,8.068503712,GOOD
29.93399183,299.9512638,489.9216451,8.086016741,BAD
29.0139637,16.02381466,455.058069,7.056375492,GOOD
30.08614325,17.33697355,426.6209043,8.291189171,GOOD
28.98672356,249.9987194,452.9078361,5.920207983,BAD
28.87832658,250.025276,452.9743277,5.974295785,BAD
30.02481368,299.9520605,490.035689,7.996731726,BAD
29.99304794,17.59047916,426.5699447,8.047045529,GOOD
28.99580404,16.0125814,454.9617866,7.006942842,GOOD
30.01866478,299.9347888,490.119794,8.056680623,BAD
29.88772963,17.29467424,426.4958257,8.137897771,GOOD
30.04152581,299.9536787,489.8322927,7.956024498,BAD
29.8998112,300.0017848,490.0960524,8.072123962,BAD
28.86388669,16.02509911,454.9316562,6.981025983,GOOD
30.04795454,300.0614559,489.9902141,8.07095275,BAD
28.8384446,249.8426893,453.1535324,5.867283078,BAD
30.08447191,300.1984655,489.911077,7.938147172,BAD
29.00554474,16.01891098,454.6812118,7.021177903,GOOD
29.89258507,299.8587597,490.0881558,8.293687646,BAD
29.01644342,249.8293604,452.9527406,6.042355156,BAD
28.89441983,249.9238101,452.8890619,5.796264082,BAD
29.06463616,250.1185543,452.9935129,5.9337917,BAD
29.95064742,17.39802858,426.4252862,8.062611506,GOOD
29.77375643,17.51895576,426.4919434,8.086577667,GOOD
28.83704609,250.0135164,453.0228776,5.986313656,BAD
29.03934985,16.02118373,454.9277657,7.115489452,GOOD
29.91786612,17.24143141,426.6784666,7.951356428,GOOD
28.8876148,249.940163,452.9409845,5.900230619,BAD
29.81908275,17.42948223,426.6710056,8.213643045,GOOD
28.78712423,15.92536446,454.9315543,7.039629648,GOOD
29.80988227,300.062104,490.2544656,8.114895932,BAD
30.00474202,17.40548956,426.4989096,8.060561716,GOOD
28.99274933,249.997282,453.241966,6.155387924,BAD
28.93569714,15.92919588,454.9362915,7.118729616,GOOD
28.96968524,250.0506946,452.9886574,6.176264347,BAD
29.91782807,17.29286729,426.5519332,8.182051643,GOOD
29.04436144,15.84667704,454.9564732,7.014247877,GOOD
30.02245796,300.0939421,490.0222003,8.126989651,BAD
29.11622074,250.0598763,453.0751954,5.942979432,BAD
29.09159634,16.09051542,454.9962236,6.941816795,GOOD
28.92764562,249.8488888,452.8532715,5.970780598,BAD
29.91635287,17.41923162,426.8169701,8.176750367,GOOD
29.96423402,17.38042946,426.456795,8.22606146,GOOD
28.98456113,249.9914248,453.0744774,5.900024474,BAD
29.76943923,17.31160164,426.6155825,8.015718848,GOOD
29.98566718,17.18760146,426.7020626,7.991053555,GOOD
29.16501333,16.02917606,455.0267959,6.9636757,GOOD
28.95345883,249.9608436,453.0197647,6.0553576,BAD
29.17552133,15.99232756,454.9895042,6.933897229,GOOD
29.92607173,17.48084199,426.431098,8.001596052,GOOD
